time,lat_-60_-90,lat_90_60,compounds
1870-01-16 12:00:00,0.9890931532095363,0.9990722259649877,H2_geo
1870-02-15 00:00:00,0.9959917376188004,1.004070293432774,H2_geo
1870-03-16 12:00:00,0.9997045422691692,1.0060724131170606,H2_geo
1870-04-16 00:00:00,1.0017820727316205,1.0142332994334151,H2_geo
1870-05-16 12:00:00,1.002419101730647,1.0024715314386028,H2_geo
1870-06-16 00:00:00,1.003807407140087,1.004540173257918,H2_geo
1870-07-16 12:00:00,1.0016194265018041,1.0026035949106158,H2_geo
1870-08-16 12:00:00,1.004472672283216,1.001839210443591,H2_geo
1870-09-16 00:00:00,1.0064631251660077,1.0034198767875995,H2_geo
1870-10-16 12:00:00,1.0072113555448035,1.0010127450023465,H2_geo
1870-11-16 00:00:00,1.006301671607396,0.9926634032614856,H2_geo
1870-12-16 12:00:00,1.0049943438095779,0.9960696283248066,H2_geo
1871-01-16 12:00:00,1.001330085821039,0.9981001541620442,H2_geo
1871-02-15 00:00:00,1.0007440843970272,1.0015363395506915,H2_geo
1871-03-16 12:00:00,1.001554698006429,1.003424733667956,H2_geo
1871-04-16 00:00:00,1.0020927833330067,1.0104520583145196,H2_geo
1871-05-16 12:00:00,1.002064103778615,1.0067663597974672,H2_geo
1871-06-16 00:00:00,1.0018252291363354,1.0106052845350781,H2_geo
1871-07-16 12:00:00,1.003241464030581,1.0060499739066546,H2_geo
1871-08-16 12:00:00,1.0031153773631092,1.0031225862194677,H2_geo
1871-09-16 00:00:00,1.0051268693371347,1.0011267136906201,H2_geo
1871-10-16 12:00:00,1.009377984251489,1.0006301387027314,H2_geo
1871-11-16 00:00:00,1.0084368107705155,0.997143929751845,H2_geo
1871-12-16 12:00:00,1.0050927675482866,0.9987339797839928,H2_geo
1872-01-16 12:00:00,1.0030908802667942,1.0011269487247123,H2_geo
1872-02-15 12:00:00,1.0015893535000524,1.0026373766841505,H2_geo
1872-03-16 12:00:00,1.0006937148871897,1.0094086415777526,H2_geo
1872-04-16 00:00:00,1.002166007247973,1.0191742437096107,H2_geo
1872-05-16 12:00:00,1.0022001648515664,1.0150960144463599,H2_geo
1872-06-16 00:00:00,1.0022783857766018,1.0097230677924582,H2_geo
1872-07-16 12:00:00,1.0017403635029258,1.007299020474136,H2_geo
1872-08-16 12:00:00,1.0040665366478794,1.0067497877253095,H2_geo
1872-09-16 00:00:00,1.0067861634706088,1.0024701677531607,H2_geo
1872-10-16 12:00:00,1.0076773526633047,0.9966983005364726,H2_geo
1872-11-16 00:00:00,1.0094540999091999,0.9962521059050873,H2_geo
1872-12-16 12:00:00,1.0056504191550646,0.9948422090956247,H2_geo
1873-01-16 12:00:00,1.0020701954587286,0.9996033430034275,H2_geo
1873-02-15 00:00:00,0.9996265200804366,1.00309062681663,H2_geo
1873-03-16 12:00:00,1.0003449857105577,1.0076863768232147,H2_geo
1873-04-16 00:00:00,1.0014398299042737,1.0101382282685614,H2_geo
1873-05-16 12:00:00,1.0011613018997363,1.0079382737703904,H2_geo
1873-06-16 00:00:00,1.0006739898525359,1.0029348306463337,H2_geo
1873-07-16 12:00:00,1.0008608224145443,1.0013324918756588,H2_geo
1873-08-16 12:00:00,1.0016669289633926,1.0089770868275103,H2_geo
1873-09-16 00:00:00,1.0063014328081636,0.9988845734428963,H2_geo
1873-10-16 12:00:00,1.006754861078109,0.9966360021229269,H2_geo
1873-11-16 00:00:00,1.0069061588583366,0.998542178048425,H2_geo
1873-12-16 12:00:00,1.0034755417417187,0.9974654899616511,H2_geo
1874-01-16 12:00:00,1.0009108301393237,0.9986096879875694,H2_geo
1874-02-15 00:00:00,0.9983283141830152,1.0011239837435801,H2_geo
1874-03-16 12:00:00,0.9986514015075905,1.0022437324744564,H2_geo
1874-04-16 00:00:00,0.9990255210628416,1.006584856428231,H2_geo
1874-05-16 12:00:00,1.0018394444367777,1.0117501726547293,H2_geo
1874-06-16 00:00:00,1.0006366486625946,1.0034613277966833,H2_geo
1874-07-16 12:00:00,1.0018578434435357,1.0029730905222638,H2_geo
1874-08-16 12:00:00,1.0049189060286279,0.9972453047371015,H2_geo
1874-09-16 00:00:00,1.0074224090567063,1.0076985996649352,H2_geo
1874-10-16 12:00:00,1.0071560760077924,1.001000983393039,H2_geo
1874-11-16 00:00:00,1.0084324482013893,0.9915221454296944,H2_geo
1874-12-16 12:00:00,1.003978485395818,0.9934844110356164,H2_geo
1875-01-16 12:00:00,1.0020375913971165,0.9967045093804979,H2_geo
1875-02-15 00:00:00,0.9997249095803126,1.0014492420961325,H2_geo
1875-03-16 12:00:00,0.9994870836051865,1.005708313501574,H2_geo
1875-04-16 00:00:00,1.0014702651102623,1.009499058211484,H2_geo
1875-05-16 12:00:00,1.0008158975903767,1.0109431499874508,H2_geo
1875-06-16 00:00:00,1.0005214704569514,1.0062364042413088,H2_geo
1875-07-16 12:00:00,1.0025761822201367,1.0034679179563866,H2_geo
1875-08-16 12:00:00,1.0048441857077208,1.003689270064154,H2_geo
1875-09-16 00:00:00,1.007296428105997,1.0024191428253695,H2_geo
1875-10-16 12:00:00,1.0100720148686628,1.0055055048253663,H2_geo
1875-11-16 00:00:00,1.0092386518591183,0.9963943747711685,H2_geo
1875-12-16 12:00:00,1.0050327893804698,0.9978362194488392,H2_geo
1876-01-16 12:00:00,1.0015447846813301,0.999079185380834,H2_geo
1876-02-15 12:00:00,1.0006655733623098,1.0017982420959568,H2_geo
1876-03-16 12:00:00,1.0018050284771893,1.0047155259188576,H2_geo
